[INFO][2020-07-12 14:08:04,379][MainThread:140117151692608][task_id:ipcheck][scan_src.py:54]:port[1] 检测
[INFO][2020-07-12 14:08:05,902][MainThread:140117151692608][task_id:ipcheck][scan_src.py:64]:[wwww.baidu.com]:port[1] 关闭
[INFO][2020-07-12 14:08:05,902][MainThread:140117151692608][task_id:ipcheck][scan_src.py:54]:port[2] 检测
[INFO][2020-07-12 14:08:07,415][MainThread:140117151692608][task_id:ipcheck][scan_src.py:64]:[wwww.baidu.com]:port[2] 关闭
[INFO][2020-07-12 14:08:07,416][MainThread:140117151692608][task_id:ipcheck][scan_src.py:54]:port[3] 检测
[INFO][2020-07-12 14:08:08,929][MainThread:140117151692608][task_id:ipcheck][scan_src.py:64]:[wwww.baidu.com]:port[3] 关闭
[INFO][2020-07-12 14:08:08,929][MainThread:140117151692608][task_id:ipcheck][scan_src.py:54]:port[4] 检测
[INFO][2020-07-12 14:08:10,443][MainThread:140117151692608][task_id:ipcheck][scan_src.py:64]:[wwww.baidu.com]:port[4] 关闭
[INFO][2020-07-12 14:08:10,443][MainThread:140117151692608][task_id:ipcheck][scan_src.py:54]:port[5] 检测
[INFO][2020-07-12 14:08:11,956][MainThread:140117151692608][task_id:ipcheck][scan_src.py:64]:[wwww.baidu.com]:port[5] 关闭
[INFO][2020-07-12 14:08:11,957][MainThread:140117151692608][task_id:ipcheck][scan_src.py:54]:port[6] 检测
[INFO][2020-07-12 14:08:13,469][MainThread:140117151692608][task_id:ipcheck][scan_src.py:64]:[wwww.baidu.com]:port[6] 关闭
[INFO][2020-07-12 14:08:13,470][MainThread:140117151692608][task_id:ipcheck][scan_src.py:54]:port[7] 检测
[INFO][2020-07-12 14:08:14,983][MainThread:140117151692608][task_id:ipcheck][scan_src.py:64]:[wwww.baidu.com]:port[7] 关闭
[INFO][2020-07-12 14:08:14,983][MainThread:140117151692608][task_id:ipcheck][scan_src.py:54]:port[8] 检测
[INFO][2020-07-12 14:08:16,496][MainThread:140117151692608][task_id:ipcheck][scan_src.py:64]:[wwww.baidu.com]:port[8] 关闭
[INFO][2020-07-12 14:08:16,496][MainThread:140117151692608][task_id:ipcheck][scan_src.py:54]:port[9] 检测
[INFO][2020-07-12 14:08:18,008][MainThread:140117151692608][task_id:ipcheck][scan_src.py:64]:[wwww.baidu.com]:port[9] 关闭
[INFO][2020-07-12 14:08:18,009][MainThread:140117151692608][task_id:ipcheck][scan_src.py:54]:port[10] 检测
[INFO][2020-07-12 14:08:19,521][MainThread:140117151692608][task_id:ipcheck][scan_src.py:64]:[wwww.baidu.com]:port[10] 关闭
[INFO][2020-07-12 14:08:19,522][MainThread:140117151692608][task_id:ipcheck][scan_src.py:54]:port[11] 检测
[INFO][2020-07-12 14:08:21,035][MainThread:140117151692608][task_id:ipcheck][scan_src.py:64]:[wwww.baidu.com]:port[11] 关闭
[INFO][2020-07-12 14:08:21,035][MainThread:140117151692608][task_id:ipcheck][scan_src.py:54]:port[12] 检测
[INFO][2020-07-12 14:08:22,548][MainThread:140117151692608][task_id:ipcheck][scan_src.py:64]:[wwww.baidu.com]:port[12] 关闭
[INFO][2020-07-12 14:08:22,548][MainThread:140117151692608][task_id:ipcheck][scan_src.py:54]:port[13] 检测
[INFO][2020-07-12 14:08:24,061][MainThread:140117151692608][task_id:ipcheck][scan_src.py:64]:[wwww.baidu.com]:port[13] 关闭
[INFO][2020-07-12 14:08:24,061][MainThread:140117151692608][task_id:ipcheck][scan_src.py:54]:port[14] 检测
[INFO][2020-07-12 14:08:25,574][MainThread:140117151692608][task_id:ipcheck][scan_src.py:64]:[wwww.baidu.com]:port[14] 关闭
[INFO][2020-07-12 14:08:25,574][MainThread:140117151692608][task_id:ipcheck][scan_src.py:54]:port[15] 检测
[INFO][2020-07-12 14:08:27,086][MainThread:140117151692608][task_id:ipcheck][scan_src.py:64]:[wwww.baidu.com]:port[15] 关闭
